"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jan 26 00:25:25 CLST 2021","Tue Jan 26 00:25:25 CLST 2021","16","Default Suite","curso","testSuite.allure","testSuite.allure","metodo3","metodo3",""
